Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Churn,Education_Group,Income_Group,LOG_Credit_Limit,LOG_Avg_Open_To_Buy,LOG_Avg_Utilization_Ratio
49,F,2,Unknown,Married,$40K - $60K,Blue,35,4,1,1,1438.3,0,1438.3,0.618,4348,79,0.646,0.0,0,Unknown,Low Income,7.271912163268625,7.271912163268625,0.0
39,F,4,Unknown,Single,Less than $40K,Blue,29,5,3,0,2863.0,1940,923.0,0.823,4985,90,0.636,0.678,0,Unknown,Low Income,7.9599745280805365,6.828712071641684,0.5176026080450145
39,F,1,Uneducated,Married,$40K - $60K,Blue,36,4,1,4,3272.0,2323,949.0,1.123,4763,86,0.593,0.71,0,Low Education,Low Income,8.09346227450118,6.856461984594587,0.5364933705145685
42,F,2,Unknown,Single,Less than $40K,Blue,36,6,1,4,2677.0,2517,160.0,0.609,3911,76,0.81,0.94,0,Unknown,Low Income,7.8928255262511176,5.081404364984463,0.6626879730752367
40,F,2,Uneducated,Married,Less than $40K,Blue,26,3,2,1,2708.0,0,2708.0,0.572,4277,90,0.636,0.0,0,Low Education,Low Income,7.904334842085095,7.904334842085095,0.0
41,F,3,Doctorate,Single,Less than $40K,Blue,31,4,2,1,1738.0,0,1738.0,0.654,4220,68,0.889,0.0,0,High Education,Low Income,7.461065514354283,7.461065514354283,0.0
46,F,2,Uneducated,Unknown,$40K - $60K,Blue,35,6,2,1,6145.0,1349,4796.0,0.971,4893,93,0.824,0.22,0,Low Education,Low Income,8.72355674269043,8.475746001502063,0.1988508587451652
45,F,2,High School,Married,Less than $40K,Blue,36,4,1,3,1640.0,999,641.0,0.811,4597,77,0.878,0.609,0,Low Education,Low Income,7.403061091090091,6.464588303689961,0.47561286801024616
38,F,3,Graduate,Single,Unknown,Blue,21,5,1,3,2348.0,1028,1320.0,0.469,5125,71,0.578,0.438,0,Medium Education,Unknown,7.761744984658913,7.186144304522325,0.36325325929885494
53,F,3,Unknown,Married,Less than $40K,Blue,48,5,1,2,1657.0,0,1657.0,0.664,4068,73,0.622,0.0,0,Unknown,Low Income,7.4133673356952405,7.4133673356952405,0.0
37,F,3,Graduate,Married,Unknown,Blue,30,5,3,3,4554.0,780,3774.0,0.658,4816,81,0.588,0.171,0,Medium Education,Unknown,8.423980809694058,8.236155661683124,0.1578580846155803
52,M,3,College,Unknown,$120K +,Blue,47,5,6,3,5119.0,1972,3147.0,0.835,5146,88,0.956,0.385,0,Medium Education,High Income,8.540909718033554,8.054522609537294,0.32570013963930183
39,F,2,College,Single,Unknown,Blue,35,6,2,2,10600.0,598,10002.0,0.843,4586,81,0.929,0.056,0,Medium Education,Unknown,9.268703615273097,9.21064032698518,0.054488185284069734
49,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,39,2,3,4,20769.0,901,19868.0,0.371,1835,43,0.72,0.043,1,High Education,Middle Income,9.941264916870159,9.89691600715309,0.04210117601863539
50,M,1,Uneducated,Married,$120K +,Blue,23,5,2,1,7116.0,981,6135.0,0.858,4748,85,0.735,0.138,0,Low Education,High Income,8.87024156729927,8.721928343047091,0.12927233570413918
51,F,3,Graduate,Single,Unknown,Blue,45,4,3,4,2420.0,2379,41.0,0.741,4348,86,0.955,0.983,0,Medium Education,Unknown,7.791935956938058,3.7376696182833684,0.6846108495376589
54,F,1,High School,Single,Less than $40K,Blue,43,5,2,4,2082.0,805,1277.0,1.049,4383,75,0.875,0.387,0,Low Education,Low Income,7.641564441260972,7.15305163493748,0.32714314133269456
44,F,4,Doctorate,Unknown,Less than $40K,Blue,34,5,2,2,2718.0,1718,1000.0,0.679,4423,68,0.619,0.632,0,High Education,Low Income,7.908019444632471,6.90875477931522,0.4898062565419153
50,M,2,High School,Single,$60K - $80K,Blue,46,6,2,4,5626.0,778,4848.0,1.009,4957,84,1.049,0.138,0,Low Education,Middle Income,8.635331719433278,8.486527777105353,0.12927233570413918
49,F,5,Graduate,Divorced,$40K - $60K,Blue,40,6,4,2,2920.0,0,2920.0,0.516,2306,39,0.625,0.0,1,Medium Education,Low Income,7.979681302387741,7.979681302387741,0.0
59,M,0,Post-Graduate,Married,$80K - $120K,Blue,46,5,4,2,6526.0,489,6037.0,0.678,2331,45,0.452,0.075,1,High Education,Middle Income,8.783702698635217,8.705828110266784,0.07232066157962612
37,F,1,High School,Single,$40K - $60K,Blue,27,4,2,2,1793.0,792,1001.0,0.723,2374,40,0.429,0.442,1,Low Education,Low Income,7.492203042618741,6.90975328164481,0.36603103886275734
47,F,3,Unknown,Single,Less than $40K,Blue,36,4,1,4,2798.0,1963,835.0,0.805,4255,64,0.561,0.702,0,Unknown,Low Income,7.937017489515454,6.728628613084702,0.5318040301511824
52,F,2,High School,Divorced,Less than $40K,Blue,32,6,3,4,2427.0,1581,846.0,0.694,3857,69,0.816,0.651,0,Low Education,Low Income,7.794823152179389,6.741700694652055,0.501381164937991
55,F,2,Uneducated,Married,$40K - $60K,Blue,48,4,1,1,3011.0,2138,873.0,0.565,4439,75,0.875,0.71,0,Low Education,Low Income,8.010359588919783,6.773080375655535,0.5364933705145685
41,F,3,College,Married,Unknown,Blue,35,6,2,4,2255.0,1769,486.0,0.767,4717,83,0.804,0.784,0,Medium Education,Unknown,7.721348612617949,6.18826412308259,0.5788580341578177
40,F,2,High School,Single,Unknown,Blue,30,6,3,4,6479.0,0,6479.0,0.946,2539,42,0.5,0.0,1,Low Education,Unknown,8.776475789346321,8.776475789346321,0.0
41,F,4,Graduate,Divorced,Less than $40K,Blue,37,5,1,4,7492.0,1399,6093.0,0.533,3668,67,0.675,0.187,0,Medium Education,Low Income,8.92172453036431,8.715059959545654,0.171429115627531
48,F,2,Unknown,Married,Less than $40K,Blue,41,6,1,3,3632.0,1294,2338.0,0.924,4339,86,0.686,0.356,0,Unknown,Low Income,8.197814032221203,7.757478766584179,0.3045391895182038
38,F,2,High School,Single,Less than $40K,Blue,28,5,1,3,1744.0,0,1744.0,0.702,4811,86,0.686,0.0,0,Low Education,Low Income,7.4645098346365275,7.4645098346365275,0.0
52,F,2,Graduate,Married,Unknown,Blue,36,5,3,1,5905.0,2248,3657.0,0.728,4042,80,0.86,0.381,0,Medium Education,Unknown,8.683724062303869,8.204671828950811,0.3228078744271551
37,F,2,Graduate,Single,$40K - $60K,Blue,24,4,1,4,2573.0,1280,1293.0,0.718,4289,81,0.841,0.497,0,Medium Education,Low Income,7.853216388156072,7.165493475060845,0.4034631054374913
45,M,0,Unknown,Married,$80K - $120K,Blue,37,4,3,2,9654.0,2035,7619.0,0.648,4221,67,0.634,0.211,0,Unknown,Middle Income,9.175231194862615,8.938531648680692,0.19144646457095518
41,M,4,Graduate,Unknown,$40K - $60K,Blue,24,4,2,2,1605.0,0,1605.0,0.637,4418,68,0.659,0.0,0,Medium Education,Low Income,7.381501894506707,7.381501894506707,0.0
49,F,4,Unknown,Single,Less than $40K,Silver,37,1,2,2,10195.0,2389,7806.0,0.427,1563,36,0.44,0.234,1,Unknown,Low Income,9.229750765496005,8.962776046120291,0.21026092548319608
49,M,3,College,Single,$60K - $80K,Gold,36,5,3,1,34516.0,1255,33261.0,0.731,3847,73,0.698,0.036,0,Medium Education,Middle Income,10.44920723527944,10.412170883230086,0.035367143837291316
43,M,4,Graduate,Single,$60K - $80K,Blue,34,5,3,3,10573.0,0,10573.0,0.794,2237,43,0.387,0.0,1,Medium Education,Middle Income,9.266153436795395,9.266153436795395,0.0
47,F,2,College,Single,Less than $40K,Blue,40,4,3,3,1789.0,1088,701.0,0.683,4191,90,0.525,0.608,0,Medium Education,Low Income,7.489970898834801,6.553933404025811,0.4749911707567746
26,F,0,Unknown,Single,Unknown,Blue,36,3,3,2,7595.0,1032,6563.0,1.035,4080,72,0.8,0.136,0,Unknown,Unknown,8.935377071932177,8.789355452209982,0.12751332029895962
51,M,3,College,Single,$40K - $60K,Blue,45,4,3,0,3272.0,1896,1376.0,0.725,4220,74,0.897,0.579,0,Medium Education,Low Income,8.09346227450118,7.227662498728654,0.45679173527350503
33,F,0,Graduate,Single,Less than $40K,Blue,26,6,1,3,2382.0,1565,817.0,0.73,4011,68,0.838,0.657,0,Medium Education,Low Income,7.776115477098742,6.706862336602747,0.5050087384444258
52,M,2,Post-Graduate,Married,$80K - $120K,Blue,36,6,4,1,1981.0,1448,533.0,0.723,4639,61,0.743,0.731,0,High Education,Middle Income,7.591861714889934,6.280395838960195,0.5486992761940722
51,M,2,Post-Graduate,Single,$120K +,Blue,45,4,2,2,22294.0,0,22294.0,0.647,3444,71,0.614,0.0,0,High Education,High Income,10.012117717061576,10.012117717061576,0.0
49,F,4,High School,Married,Less than $40K,Blue,43,5,3,4,2574.0,1555,1019.0,0.583,4134,62,0.55,0.604,0,Low Education,Low Income,7.853604813097837,6.927557906278317,0.47250050944432276
30,F,0,High School,Single,Less than $40K,Blue,20,3,3,4,2112.0,1109,1003.0,0.693,4729,78,0.733,0.525,0,Low Education,Low Income,7.655864017616056,6.911747300251674,0.42199441005937494
65,F,0,Unknown,Single,Less than $40K,Blue,56,3,2,2,5441.0,812,4629.0,0.534,4480,76,0.551,0.149,0,Unknown,Low Income,8.601901919343192,8.440312147080279,0.13889199886661863
43,F,3,Unknown,Married,$40K - $60K,Blue,32,3,2,4,4391.0,0,4391.0,0.757,4741,78,0.814,0.0,0,Unknown,Low Income,8.387539983189367,8.387539983189367,0.0
42,F,5,College,Single,Less than $40K,Blue,28,4,3,2,3044.0,1865,1179.0,0.852,4854,85,1.024,0.613,0,Medium Education,Low Income,8.021256180143997,7.07326971745971,0.4780957991430718
57,M,1,High School,Married,$40K - $60K,Blue,45,3,3,2,2721.0,2159,562.0,0.846,4578,81,0.653,0.793,0,Low Education,Low Income,7.909122183211411,6.333279628139691,0.5838901946229959
62,F,0,Unknown,Single,$40K - $60K,Blue,56,6,1,2,4467.0,0,4467.0,0.888,4007,74,0.542,0.0,0,Unknown,Low Income,8.404696160189092,8.404696160189092,0.0
48,M,4,College,Single,$80K - $120K,Blue,31,6,1,3,5033.0,0,5033.0,0.597,4054,82,0.822,0.0,0,Medium Education,Middle Income,8.523970175695261,8.523970175695261,0.0
61,F,1,High School,Unknown,Less than $40K,Blue,50,5,1,2,8604.0,1075,7529.0,0.464,4705,65,0.806,0.125,0,Low Education,Low Income,9.06009870864564,8.92665032079394,0.11778303565638346
43,F,2,High School,Single,Less than $40K,Blue,36,4,3,2,2325.0,1662,663.0,0.8,4471,83,0.804,0.715,0,Low Education,Low Income,7.75190533307861,6.498282149476434,0.5394130806179033
60,F,0,Doctorate,Single,Less than $40K,Blue,42,5,3,3,2758.0,1429,1329.0,0.718,5124,74,0.644,0.518,0,High Education,Low Income,7.922623574217286,7.1929342212158,0.4173936789734382
45,M,1,Graduate,Married,$80K - $120K,Blue,34,3,2,2,9705.0,850,8855.0,0.481,2001,34,0.889,0.088,0,Medium Education,Middle Income,9.18049952996516,9.088850474388472,0.08434114843375087
41,F,0,High School,Married,Less than $40K,Blue,31,4,2,4,2685.0,1647,1038.0,0.812,4625,94,0.516,0.613,0,Low Education,Low Income,7.895808377083183,6.946013991099227,0.4780957991430718
60,F,2,College,Single,Less than $40K,Blue,54,5,3,2,2694.0,1923,771.0,0.714,3837,71,0.732,0.714,0,Medium Education,Low Income,7.899153483343097,6.648984550024776,0.538829820175588
40,F,4,High School,Single,$40K - $60K,Blue,29,5,2,3,1554.0,412,1142.0,0.568,2341,43,0.483,0.265,1,Low Education,Low Income,7.349230824613334,7.04141166379481,0.23507212217948356
63,F,0,Unknown,Single,Less than $40K,Blue,48,5,2,1,1438.3,0,1438.3,0.923,3383,61,1.103,0.0,0,Unknown,Low Income,7.271912163268625,7.271912163268625,0.0
42,F,4,Unknown,Single,$40K - $60K,Blue,35,4,3,3,1786.0,1316,470.0,0.704,4306,73,1.086,0.737,0,Unknown,Low Income,7.488293515159428,6.154858094016418,0.5521594872589679
48,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,36,3,3,4,2648.0,0,2648.0,0.715,3880,74,0.721,0.0,0,High Education,Middle Income,7.88193748927207,7.88193748927207,0.0
44,M,3,Graduate,Single,$40K - $60K,Blue,33,3,2,2,2477.0,2123,354.0,0.699,4349,69,0.725,0.857,0,Medium Education,Low Income,7.815207062189088,5.872117789475416,0.6189622823705687
51,F,1,Doctorate,Married,Unknown,Blue,45,6,2,1,7336.0,1031,6305.0,0.658,3812,67,0.675,0.141,0,High Education,Unknown,8.900685318713995,8.749256840105007,0.13190507087993858
42,M,3,High School,Single,$80K - $120K,Silver,32,3,3,3,34516.0,1396,33120.0,0.688,3748,62,0.938,0.04,0,Low Education,Middle Income,10.44920723527944,10.407922801280105,0.039220713153281295
46,F,4,Uneducated,Married,Less than $40K,Blue,30,3,3,1,2479.0,1759,720.0,0.81,4562,86,0.72,0.71,0,Low Education,Low Income,7.8160138391590275,6.580639137284949,0.5364933705145685
42,F,4,Graduate,Single,Unknown,Blue,36,3,3,3,9396.0,1870,7526.0,0.714,4301,71,0.651,0.199,0,Medium Education,Unknown,9.148145768383065,8.926251835034533,0.1814878760453772
44,F,2,Graduate,Unknown,Less than $40K,Blue,34,3,2,2,2561.0,1491,1070.0,0.733,4869,70,0.522,0.582,0,Medium Education,Low Income,7.848543482456679,6.976348070447749,0.45868986934546213
43,F,2,College,Married,Less than $40K,Blue,36,5,2,3,4020.0,0,4020.0,0.563,1952,39,0.345,0.0,1,Medium Education,Low Income,8.299285906897275,8.299285906897275,0.0
43,M,3,Unknown,Married,$60K - $80K,Silver,30,4,3,4,25856.0,1281,24575.0,0.975,3303,70,0.795,0.05,0,Unknown,Middle Income,10.16033663631551,10.1095256359474,0.04879016416943201
50,F,2,Graduate,Single,Less than $40K,Blue,38,5,4,2,7398.0,1581,5817.0,0.428,4311,73,0.921,0.214,0,Medium Education,Low Income,8.90910013492555,8.668711839055147,0.19392069263730652
51,M,3,High School,Single,$80K - $120K,Silver,38,5,3,4,34516.0,1802,32714.0,0.912,4544,80,0.569,0.052,0,Low Education,Middle Income,10.44920723527944,10.395588967303839,0.050693114315518116
52,F,1,Uneducated,Single,Unknown,Blue,47,6,1,3,4058.0,1349,2709.0,0.723,4388,72,0.6,0.332,0,Low Education,Unknown,8.308691916838898,7.904703913873747,0.2866815721181974
51,F,2,College,Married,Less than $40K,Blue,25,4,3,3,3042.0,0,3042.0,0.578,4781,79,0.756,0.0,0,Medium Education,Low Income,8.02059914989697,8.02059914989697,0.0
60,F,1,High School,Single,Less than $40K,Blue,36,5,2,2,2688.0,1617,1071.0,0.552,4183,71,0.614,0.602,0,Low Education,Low Income,7.896924656268864,6.977281341630747,0.47125284864616745
38,F,2,Unknown,Married,Unknown,Blue,33,4,3,3,3388.0,0,3388.0,0.368,1959,52,0.857,0.0,1,Unknown,Unknown,8.128290171607052,8.128290171607052,0.0
43,F,4,High School,Single,$40K - $60K,Blue,36,3,3,2,4902.0,2517,2385.0,0.982,4508,69,0.643,0.513,0,Low Education,Low Income,8.497602541651233,7.777373602657861,0.4140944348062189
45,F,4,Unknown,Married,Unknown,Blue,37,4,2,1,3241.0,0,3241.0,0.629,4992,80,0.739,0.0,0,Unknown,Unknown,8.08394570229562,8.08394570229562,0.0
48,F,2,Doctorate,Married,$40K - $60K,Blue,34,3,1,4,5069.0,1843,3226.0,0.826,4055,66,0.692,0.364,0,High Education,Low Income,8.531096096585228,8.079308192051961,0.31042155942127037
43,M,3,Unknown,Divorced,$80K - $120K,Blue,36,5,2,3,13625.0,0,13625.0,0.93,3902,62,0.632,0.0,0,Unknown,Middle Income,9.519735011333614,9.519735011333614,0.0
46,M,1,Post-Graduate,Single,$60K - $80K,Blue,32,5,2,3,8766.0,0,8766.0,0.702,2263,35,0.522,0.0,1,High Education,Middle Income,9.078749951588586,9.078749951588586,0.0
50,M,1,College,Single,$40K - $60K,Blue,41,3,1,1,2800.0,1338,1462.0,0.818,4869,90,0.8,0.478,0,Medium Education,Low Income,7.937731775260109,7.288244401020124,0.39068982252601003
34,F,4,Uneducated,Single,Unknown,Blue,21,6,3,2,9005.0,1994,7011.0,0.919,5223,89,0.712,0.221,0,Low Education,Unknown,9.105646300861517,8.855378246041125,0.19967019512856762
56,M,2,High School,Married,$60K - $80K,Blue,36,4,3,1,2713.0,1990,723.0,0.7,4027,67,0.634,0.734,0,Low Education,Middle Income,7.906178840394815,6.584791392385716,0.5504308783583501
53,F,5,Doctorate,Single,Less than $40K,Blue,38,3,2,3,1438.3,0,1438.3,0.367,1935,47,0.469,0.0,1,High Education,Low Income,7.271912163268625,7.271912163268625,0.0
47,F,4,High School,Single,$40K - $60K,Blue,39,3,1,0,1746.0,0,1746.0,0.763,4543,75,0.974,0.0,0,Low Education,Low Income,7.465655310134056,7.465655310134056,0.0
49,M,3,Uneducated,Single,$80K - $120K,Blue,41,3,3,4,2930.0,1901,1029.0,0.638,4041,75,0.596,0.649,0,Low Education,Middle Income,7.983098940710892,6.937314081223682,0.5001690435774618
47,F,4,Graduate,Married,Less than $40K,Blue,36,6,1,4,2178.0,1455,723.0,1.001,5363,76,0.81,0.668,0,Medium Education,Low Income,7.68662133494462,6.584791392385716,0.511625303936555
35,F,1,High School,Married,Unknown,Blue,23,3,3,1,1438.3,0,1438.3,0.751,3995,82,0.608,0.0,0,Low Education,Unknown,7.271912163268625,7.271912163268625,0.0
42,F,4,Post-Graduate,Married,Less than $40K,Blue,34,5,3,2,2021.0,1281,740.0,0.847,4642,97,0.672,0.634,0,High Education,Low Income,7.611842399580417,6.608000625296087,0.4910309964378111
52,F,1,Graduate,Single,Less than $40K,Blue,47,3,3,4,1842.0,625,1217.0,0.729,2650,43,0.483,0.339,1,Medium Education,Low Income,7.519149957669823,7.1049654482698426,0.29192306670903545
49,M,3,Graduate,Single,$120K +,Blue,29,5,2,2,18284.0,1144,17140.0,0.767,4846,92,0.736,0.063,0,Medium Education,High Income,9.81383633058348,9.749228533507058,0.061095099359810875
41,M,2,Uneducated,Married,$80K - $120K,Gold,33,5,3,2,34516.0,1642,32874.0,0.891,4161,71,0.868,0.048,0,Low Education,Middle Income,10.44920723527944,10.400467769480066,0.04688358589885042
42,F,2,Unknown,Single,Less than $40K,Blue,36,5,3,4,1696.0,0,1696.0,0.666,4397,70,0.628,0.0,0,Unknown,Low Income,7.436617265234227,7.436617265234227,0.0
52,M,2,Graduate,Unknown,$60K - $80K,Blue,40,4,1,3,7215.0,0,7215.0,0.829,4409,75,0.974,0.0,0,Medium Education,Middle Income,8.88405606174246,8.88405606174246,0.0
52,F,0,Graduate,Married,Less than $40K,Blue,37,3,1,2,1793.0,1284,509.0,0.902,3989,62,0.938,0.716,0,Medium Education,Low Income,7.492203042618741,6.234410725718371,0.5399960010657705
52,F,2,High School,Married,$40K - $60K,Blue,44,3,3,1,5731.0,0,5731.0,0.685,4751,85,0.932,0.0,0,Low Education,Low Income,8.653819788948063,8.653819788948063,0.0
44,F,2,Graduate,Married,Less than $40K,Blue,33,3,2,2,2417.0,0,2417.0,0.389,1848,38,0.407,0.0,1,Medium Education,Low Income,7.790696031174738,7.790696031174738,0.0
48,F,3,College,Single,$40K - $60K,Blue,37,6,3,1,1438.3,0,1438.3,0.777,5035,76,0.767,0.0,0,Medium Education,Low Income,7.271912163268625,7.271912163268625,0.0
51,M,2,Uneducated,Single,$60K - $80K,Blue,40,4,2,2,21800.0,893,20907.0,0.445,3820,62,0.676,0.041,0,Low Education,Middle Income,9.989711119284745,9.947887139832812,0.04018178963283183
53,F,3,High School,Married,Less than $40K,Blue,41,3,3,2,1547.0,0,1547.0,0.845,2312,43,0.303,0.0,1,Low Education,Low Income,7.344719054149673,7.344719054149673,0.0
46,F,4,Graduate,Married,Less than $40K,Blue,38,3,3,2,1485.0,736,749.0,0.622,4198,65,0.912,0.496,0,Medium Education,Low Income,7.303843225277705,6.620073206530356,0.4027948795522855
44,M,2,Graduate,Married,$40K - $60K,Blue,38,4,1,3,2505.0,2282,223.0,0.712,4333,77,0.833,0.911,0,Medium Education,Low Income,7.826443135456014,5.4116460518550396,0.647626665258136
49,F,4,Graduate,Unknown,$40K - $60K,Blue,35,3,3,2,2631.0,1699,932.0,0.668,4691,92,0.704,0.646,0,Medium Education,Low Income,7.875499292445208,6.838405200847344,0.4983481022548781
48,F,4,Graduate,Unknown,Less than $40K,Blue,36,5,2,2,2700.0,2480,220.0,0.686,2396,49,0.531,0.919,1,Medium Education,Low Income,7.901377353792616,5.3981627015177525,0.6518042170255629
48,M,4,College,Single,$60K - $80K,Blue,30,4,2,2,3307.0,2234,1073.0,0.818,4006,68,0.838,0.676,0,Medium Education,Middle Income,8.104099056143582,6.97914527506881,0.5164100020598913
38,F,3,Graduate,Divorced,Unknown,Blue,33,6,2,3,29638.0,857,28781.0,0.481,3429,78,0.696,0.029,0,Medium Education,Unknown,10.296846340649244,10.26750547073012,0.028587456851912555
34,F,1,Post-Graduate,Single,Less than $40K,Blue,26,3,2,5,2066.0,347,1719.0,0.511,2157,37,0.321,0.168,1,High Education,Low Income,7.633853559681768,7.450079569807499,0.15529288440603534
46,F,4,Unknown,Single,Less than $40K,Blue,26,6,1,3,1859.0,1379,480.0,0.836,4260,72,0.714,0.742,0,Unknown,Low Income,7.528331766707247,6.175867270105761,0.555033878430311
45,M,2,Graduate,Single,$60K - $80K,Blue,34,5,1,1,13362.0,0,13362.0,0.682,4155,79,0.795,0.0,0,Medium Education,Middle Income,9.500244972781061,9.500244972781061,0.0
33,F,2,Graduate,Single,Less than $40K,Blue,17,4,3,4,2431.0,1846,585.0,0.612,4327,74,0.644,0.759,0,Medium Education,Low Income,7.796469243086058,6.373319789577012,0.5647454657554212
43,F,4,High School,Divorced,$40K - $60K,Blue,34,5,1,1,6034.0,1579,4455.0,0.753,4712,67,0.914,0.262,0,Low Education,Low Income,8.705331133531631,8.40200678160712,0.23269776411902143
61,F,0,Unknown,Married,Less than $40K,Blue,55,4,2,3,2194.0,1512,682.0,0.725,4069,80,0.778,0.689,0,Unknown,Low Income,7.693937325509272,6.52649485957079,0.524136637825663
47,F,3,High School,Single,$40K - $60K,Blue,34,4,1,3,1963.0,1524,439.0,0.879,3492,59,1.034,0.776,0,Low Education,Low Income,7.582738488914411,6.0867747269123065,0.5743636445699783
41,F,4,College,Unknown,Unknown,Blue,22,4,2,3,1438.3,1125,313.3,0.611,2534,52,0.486,0.782,1,Medium Education,Unknown,7.271912163268625,5.750347943803522,0.5777363290486176
45,F,3,Uneducated,Married,Less than $40K,Blue,40,4,1,3,2922.0,1212,1710.0,0.662,3895,70,0.591,0.415,0,Low Education,Low Income,7.980365765111246,7.444833273892193,0.34712953109520095
50,M,4,College,Single,$40K - $60K,Blue,45,4,3,1,6943.0,600,6343.0,0.653,4946,80,0.739,0.086,0,Medium Education,Low Income,8.845633256340186,8.755264763314685,0.08250122151174369
57,M,2,Graduate,Single,$120K +,Blue,44,5,3,4,34516.0,219,34297.0,0.482,1882,48,0.714,0.006,1,Medium Education,High Income,10.44920723527944,10.442842322416093,0.005982071677547464
45,F,3,College,Single,Unknown,Blue,33,5,3,4,4345.0,2198,2147.0,0.465,1918,31,0.292,0.506,1,Medium Education,Unknown,8.377011160816375,7.672292455628756,0.40945712937770185
50,F,3,Graduate,Divorced,Less than $40K,Blue,40,5,4,4,4248.0,316,3932.0,0.661,2271,36,0.333,0.074,1,Medium Education,Low Income,8.354438940114811,8.27715777243181,0.07138999608667294
51,F,1,Doctorate,Married,Less than $40K,Blue,42,3,2,2,1438.3,0,1438.3,0.872,4211,64,0.778,0.0,0,High Education,Low Income,7.271912163268625,7.271912163268625,0.0
53,F,3,Uneducated,Divorced,Less than $40K,Blue,43,5,1,2,2383.0,1516,867.0,0.857,4917,78,0.95,0.636,0,Low Education,Low Income,7.776535028185241,6.7661917146603505,0.4922542381805553
55,F,1,Graduate,Married,Less than $40K,Blue,45,4,2,3,1677.0,0,1677.0,0.824,4588,68,0.7,0.0,0,Medium Education,Low Income,7.425357887027151,7.425357887027151,0.0
40,F,1,High School,Married,Unknown,Blue,33,4,2,2,2392.0,1129,1263.0,0.695,4309,86,0.72,0.472,0,Low Education,Unknown,7.780303087908373,7.142036574706803,0.38662202030668447
52,F,3,College,Married,Less than $40K,Blue,40,3,2,3,3474.0,0,3474.0,0.735,2675,37,0.48,0.0,1,Medium Education,Low Income,8.153349757998892,8.153349757998892,0.0
48,M,4,Unknown,Married,$60K - $80K,Blue,43,5,3,3,8737.0,1629,7108.0,0.618,3876,55,0.774,0.186,0,Unknown,Middle Income,9.075436609511382,8.869116865929483,0.1705863005755337
44,F,1,Unknown,Single,Unknown,Blue,36,3,3,3,3517.0,0,3517.0,0.634,2403,48,0.548,0.0,1,Unknown,Unknown,8.165647925297504,8.165647925297504,0.0
60,F,1,Graduate,Single,Unknown,Blue,55,3,3,3,13397.0,0,13397.0,0.814,5049,75,0.63,0.0,0,Medium Education,Unknown,9.502860721068213,9.502860721068213,0.0
65,F,0,Unknown,Single,Less than $40K,Blue,55,5,2,1,6352.0,1386,4966.0,0.5,3709,77,0.604,0.218,0,Unknown,Low Income,8.756682421266532,8.51057131510735,0.19721016928770527
46,F,5,High School,Single,Less than $40K,Blue,36,6,3,3,1787.0,1324,463.0,0.684,4084,79,1.026,0.741,0,Low Education,Low Income,7.488852955733459,6.139884552226255,0.554459660786052
62,M,0,High School,Single,$60K - $80K,Blue,51,3,2,4,18734.0,0,18734.0,0.674,2112,52,0.857,0.0,1,Low Education,Middle Income,9.838148711227788,9.838148711227788,0.0
47,F,2,College,Married,Less than $40K,Blue,36,6,3,3,1438.3,0,1438.3,0.634,3832,87,0.673,0.0,0,Medium Education,Low Income,7.271912163268625,7.271912163268625,0.0
50,M,2,Post-Graduate,Divorced,$40K - $60K,Blue,43,5,2,4,3525.0,0,3525.0,0.798,4742,62,0.824,0.0,0,High Education,Low Income,8.167919362957816,8.167919362957816,0.0
43,M,4,Doctorate,Unknown,$60K - $80K,Blue,33,4,3,4,2067.0,1250,817.0,0.891,4565,65,0.806,0.605,0,High Education,Middle Income,7.63433723562832,6.706862336602747,0.4731237565819792
45,F,4,Unknown,Married,Less than $40K,Blue,36,6,1,4,2051.0,0,2051.0,0.989,4355,87,0.977,0.0,0,Unknown,Low Income,7.62657020629066,7.62657020629066,0.0
46,M,3,College,Single,$120K +,Blue,30,5,1,2,27378.0,1893,25485.0,0.432,3934,78,0.592,0.069,0,Medium Education,High Income,10.217531575165962,10.145884560772224,0.06672363204290818
38,F,2,Doctorate,Married,Less than $40K,Blue,28,5,2,4,1614.0,0,1614.0,0.609,2437,46,0.438,0.0,1,High Education,Low Income,7.387090235656757,7.387090235656757,0.0
49,M,3,College,Single,Less than $40K,Blue,38,5,3,1,7862.0,1991,5871.0,0.654,3645,82,0.608,0.253,0,Medium Education,Low Income,8.969923491991516,8.677950570294351,0.22554067591393126
47,M,3,College,Married,$60K - $80K,Blue,36,5,1,3,4284.0,1900,2384.0,0.971,4948,85,0.848,0.444,0,Medium Education,Middle Income,8.36287583103188,7.776954403322442,0.3674170404706345
47,F,3,Unknown,Married,Less than $40K,Blue,37,1,2,2,1438.3,0,1438.3,0.749,2393,36,0.636,0.0,1,Unknown,Low Income,7.271912163268625,7.271912163268625,0.0
55,F,2,Uneducated,Divorced,Less than $40K,Blue,49,5,2,1,1438.3,680,758.3,0.77,4573,93,0.691,0.473,0,Low Education,Low Income,7.271912163268625,6.632396956219188,0.3873011374804932
